,id,step_id,vendor,playbook_name,playbook_description,step_names,step_types,step_description,actuator
539,p540,s6644,Rapid7,Force Password Reset in Active Directory from Microsoft Teams,"Reset a domain user's password with a command in Microsoft Teams. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",requests Received Message,action,Microsoft Teams requests Received Message,Microsoft Teams
539,p540,s6645,Rapid7,Force Password Reset in Active Directory from Microsoft Teams,"Reset a domain user's password with a command in Microsoft Teams. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",checks if Successful,automated_decision, checks if Successful,
539,p540,s6648,Rapid7,Force Password Reset in Active Directory from Microsoft Teams,"Reset a domain user's password with a command in Microsoft Teams. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",outputs Fail Message,action,Microsoft Teams outputs Fail Message,Microsoft Teams
539,p540,s6649,Rapid7,Force Password Reset in Active Directory from Microsoft Teams,"Reset a domain user's password with a command in Microsoft Teams. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",outputs Fail,artifact, outputs Fail,
540,p541,s6655,Rapid7,Force Password Reset in Active Directory from Slack,"Reset a domain user's password with a command in Slack. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",resets Password,trigger, resets Password,
540,p541,s6657,Rapid7,Force Password Reset in Active Directory from Slack,"Reset a domain user's password with a command in Slack. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",outputs Message,action_chatops, outputs Message,
540,p541,s6662,Rapid7,Force Password Reset in Active Directory from Slack,"Reset a domain user's password with a command in Slack. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",users Not Found Message,action_chatops, users Not Found Message,
540,p541,s6663,Rapid7,Force Password Reset in Active Directory from Slack,"Reset a domain user's password with a command in Slack. Quickly respond, whether it be to an emerging threat or to another user that locked themselves out of their account.",outputs Fail Message,action_chatops, outputs Fail Message,
541,p542,s6666,Rapid7,Forward Alerts from InsightIDR to Slack,This workflow forwards IDR alerts to a Slack channel.,sends Event to Slack,action_chatops, sends Event to Slack,
542,p543,s6669,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,checks if Asset Group exists,action,Rapid7 InsightVM checks if Asset Group exists,Rapid7 InsightVM
542,p543,s6670,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,searchs AttackerKB by CVE,action,Rapid7 AttackerKB searchs AttackerKB by CVE,Rapid7 AttackerKB
542,p543,s6671,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,breaks,break, breaks,
542,p543,s6672,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,creates Report,action,Rapid7 InsightVM creates Report,Rapid7 InsightVM
542,p543,s6673,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,gets Asset Group Info,action,Rapid7 InsightVM gets Asset Group Info,Rapid7 InsightVM
542,p543,s6674,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,assets Group found?,automated_decision, assets Group found?,
542,p543,s6675,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,sends Finding,action_chatops, sends Finding,
542,p543,s6676,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,nexts Finding?,decision_chatops, nexts Finding?,
542,p543,s6678,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,converts ID to integer,action,Type Converter converts ID to integer,Type Converter
542,p543,s6680,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,triggers on Keyword: cve-report,trigger, triggers on Keyword: cve-report,
542,p543,s6681,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,sends CSV Export,action_chatops, sends CSV Export,
542,p543,s6682,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,sends Asset Summary,action_chatops, sends Asset Summary,
542,p543,s6683,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,sends Searching Notification,action_chatops, sends Searching Notification,
542,p543,s6684,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,extracts Asset Group Information,action,Python 3 Script extracts Asset Group Information,Python 3 Script
542,p543,s6686,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,asks for Details,decision_chatops, asks for Details,
542,p543,s6687,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,updates Asset Group,action,Rapid7 InsightVM updates Asset Group,Rapid7 InsightVM
542,p543,s6688,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,fors each Finding,loop, fors each Finding,
542,p543,s6689,Rapid7,Generate CVE Report from Slack,This workflow helps a user find information about a given CVE and identify all hosts affected by that vulnerability.,creates Asset Group,action,Rapid7 InsightVM creates Asset Group,Rapid7 InsightVM
543,p544,s6690,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,prints GeoIP Report,action,Microsoft Teams prints GeoIP Report,Microsoft Teams
543,p544,s6691,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,geoips Lookup Success,artifact, geoips Lookup Success,
543,p544,s6692,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,prints No IP Found,action,Microsoft Teams prints No IP Found,Microsoft Teams
543,p544,s6693,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,geoips Lookup,action,IPStack geoips Lookup,IPStack
543,p544,s6694,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,extracts IP from Message,action,ExtractIt extracts IP from Message,ExtractIt
543,p544,s6695,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,ips Stack Report returned,automated_decision, ips Stack Report returned,
543,p544,s6696,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,founds IP in Command,automated_decision, founds IP in Command,
543,p544,s6697,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,prints Failed to Find IP in IP Stack,action,Microsoft Teams prints Failed to Find IP in IP Stack,Microsoft Teams
543,p544,s6698,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,!geoips IP Trigger,trigger,Microsoft Teams !geoips IP Trigger,Microsoft Teams
543,p544,s6699,Rapid7,GeoIP Lookup with Microsoft Teams,Use a Slack command to geolocate an IP address using IPStack's geoip database.,sources IP,artifact, sources IP,
544,p545,s6700,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,users IP Address,automated_decision, users IP Address,
544,p545,s6701,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,prints nothing was found,action_chatops, prints nothing was found,
544,p545,s6702,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,geoips Success,automated_decision, geoips Success,
544,p545,s6703,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,lookups IP,artifact, lookups IP,
544,p545,s6704,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,ips Stack Lookup Slack Trigger,trigger, ips Stack Lookup Slack Trigger,
544,p545,s6705,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,prints GeoIP details to Slack,action_chatops, prints GeoIP details to Slack,
544,p545,s6706,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,extracts IP from message,action,ExtractIt extracts IP from message,ExtractIt
544,p545,s6707,Rapid7,Geolocate IP Address with IPStack from Slack,Use a Slack command to geolocate an IP address using IPStack's geoip database. ,prints Failed to get IP Address,action_chatops, prints Failed to get IP Address,
545,p546,s6709,Rapid7,Get Asset Details and Scan Asset with InsightVM,This workflow uses an API trigger to lookup an asset by its IP address in InsightVM and scan the target IP. This form of ad hoc scanning can help quickly identify and collect vulnerability data about a given device.,scans Report,artifact, scans Report,
545,p546,s6710,Rapid7,Get Asset Details and Scan Asset with InsightVM,This workflow uses an API trigger to lookup an asset by its IP address in InsightVM and scan the target IP. This form of ad hoc scanning can help quickly identify and collect vulnerability data about a given device.,assets Report,artifact, assets Report,
545,p546,s6711,Rapid7,Get Asset Details and Scan Asset with InsightVM,This workflow uses an API trigger to lookup an asset by its IP address in InsightVM and scan the target IP. This form of ad hoc scanning can help quickly identify and collect vulnerability data about a given device.,scans Asset,action,Rapid7 InsightVM scans Asset,Rapid7 InsightVM
545,p546,s6713,Rapid7,Get Asset Details and Scan Asset with InsightVM,This workflow uses an API trigger to lookup an asset by its IP address in InsightVM and scan the target IP. This form of ad hoc scanning can help quickly identify and collect vulnerability data about a given device.,assets Search,action,Rapid7 InsightVM assets Search,Rapid7 InsightVM
546,p547,s6714,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",querys Group Membership,action,Active Directory LDAP querys Group Membership,Active Directory LDAP
546,p547,s6715,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",normals Severity Artifact,artifact, normals Severity Artifact,
546,p547,s6716,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",criticals Severity Message,action,Microsoft Teams criticals Severity Message,Microsoft Teams
546,p547,s6717,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",alerts Trigger,trigger, alerts Trigger,
546,p547,s6718,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",normals Severity Message,action,Microsoft Teams normals Severity Message,Microsoft Teams
546,p547,s6719,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",userss in AD Group?,automated_decision, userss in AD Group?,
546,p547,s6720,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",criticals Severity Artifact,artifact, criticals Severity Artifact,
546,p547,s6721,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",iss User in Group?,automated_decision, iss User in Group?,
546,p547,s6722,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",ads Users Loop,loop, ads Users Loop,
546,p547,s6723,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",joins Step,join, joins Step,
546,p547,s6724,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",userss in IDR Alert?,automated_decision, userss in IDR Alert?,
546,p547,s6725,Rapid7,IDR Alert Routing with Microsoft Teams,"This workflow delivers InsightIDR alerts to the appropriate Microsoft Teams channel based on whether the user involved in the alert belongs to the specified Active Directory group. If the user belongs to the specified Active Directory group, a message with information about the alert is sent to the specified Microsoft Teams channel for ""critical"" severity alerts. If the user does not belong to the group or none of the users is involved in the alert, the message is sent to the channel intended for ""normal"" severity alerts.",userss Loop,loop, userss Loop,
547,p548,s6726,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",successfullys blocked,automated_decision, successfullys blocked,
547,p548,s6727,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",nots Malicious,artifact, nots Malicious,
547,p548,s6728,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",nasas Image,action,NASA nasas Image,NASA
547,p548,s6729,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",lats,action,Type Converter lats,Type Converter
547,p548,s6731,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",ips Lookup,loop, ips Lookup,
547,p548,s6732,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",ipextractions,pattern_match, ipextractions,
547,p548,s6733,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",escalates to Security,action_chatops, escalates to Security,
547,p548,s6734,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",maliciouss,automated_decision, maliciouss,
547,p548,s6735,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",idrs - Impossible Location,trigger, idrs - Impossible Location,
547,p548,s6736,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",successs update,action_chatops, successs update,
547,p548,s6737,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",slacks Decision,decision_chatops, slacks Decision,
547,p548,s6738,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",virustotals Enrichment,action,VirusTotal virustotals Enrichment,VirusTotal
547,p548,s6740,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",longs,action,Type Converter longs,Type Converter
547,p548,s6741,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",locations,automated_decision, locations,
547,p548,s6742,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",blocks Outbound,action,Palo Alto PAN-OS blocks Outbound,Palo Alto PAN-OS
547,p548,s6743,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",blocks Inbound,action,Palo Alto PAN-OS blocks Inbound,Palo Alto PAN-OS
547,p548,s6745,Rapid7,InsightIDR Impossible Location with Slack Chatbot,"This workflow automates the process of parsing all IP addresses associated with the InsightIDR alert, and enriches them with geo locations and threat intelligence. From the findings, the workflow will automatically post a Slack response prompt to the security team as a point of escalation. Based upon the incident responders decision, the address will be blocked by updating a Palo Alto Pan-OS policy.",ipstacks,action,IPStack ipstacks,IPStack
548,p549,s6746,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",pyreplaces,action,Python 3 Script pyreplaces,Python 3 Script
548,p549,s6747,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",incidents Report,artifact, incidents Report,
548,p549,s6750,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",users Exists,automated_decision, users Exists,
548,p549,s6751,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",countrys Count,automated_decision, countrys Count,
548,p549,s6752,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",countrycounts,pattern_match, countrycounts,
548,p549,s6755,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",matchs Search Base,pattern_match, matchs Search Base,
548,p549,s6756,Rapid7,InsightIDR Multi Country Auth and Remediation ,"This workflow is designed to respond to InsightIDR's Multi-Country Authentication alert by confirming if the user authenticated from more than two locations. Due to an influx of VPN logins, the amount of false positive alerts is increasing. This workflow will automatically reduce false positives by closing alerts with two or less locations or by automatically responding to alerts with more than two locations. If a user account is shown to be associated with two or more locations InsightConnect will respond by disabling the user account.",querys For User,action,Active Directory LDAP querys For User,Active Directory LDAP
549,p550,s6758,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,windowss Vuln Count,action,Math windowss Vuln Count,Math
549,p550,s6759,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,windowss Results,artifact, windowss Results,
549,p550,s6760,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,slacks results,action_chatops, slacks results,
549,p550,s6761,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,searchs Windows,action,Rapid7 InsightVM searchs Windows,Rapid7 InsightVM
549,p550,s6762,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,macs Vuln Count,action,Math macs Vuln Count,Math
549,p550,s6763,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,macs Results,artifact, macs Results,
549,p550,s6765,Rapid7,InsightVM Vulnerabilities Count,This workflow will return a total count of vulnerabilities across the estate split into Microsoft Windows and Apple MacOS. ,searchs Mac,action,Rapid7 InsightVM searchs Mac,Rapid7 InsightVM
550,p551,s6767,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,validates Message,automated_decision, validates Message,
550,p551,s6768,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,notifys Isolation Successful,action,Microsoft Teams notifys Isolation Successful,Microsoft Teams
550,p551,s6770,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,isolations Successful,artifact, isolations Successful,
550,p551,s6771,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,isolations Success,automated_decision, isolations Success,
550,p551,s6772,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,isolates Trigger,trigger,Microsoft Teams isolates Trigger,Microsoft Teams
550,p551,s6773,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,isolations Unsuccessful,artifact, isolations Unsuccessful,
550,p551,s6774,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,wrongs Arguments Artifact,artifact, wrongs Arguments Artifact,
550,p551,s6775,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,isolates Machine,action,Cybereason isolates Machine,Cybereason
550,p551,s6776,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,notifys Isolation Unsuccessful,action,Microsoft Teams notifys Isolation Unsuccessful,Microsoft Teams
550,p551,s6777,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,posts Argument Failure,action,Microsoft Teams posts Argument Failure,Microsoft Teams
551,p552,s6779,Rapid7,Isolate Machine with Cybereason from Slack,This workflow allows a user to isolate a machine using Cybereason via a configurable Slack chatbot command.,posts Argument Failure,action_chatops, posts Argument Failure,
