index,id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names
128,p551,Rapid7,Isolate Machine with Cybereason from Microsoft Teams,This workflow allows a user to isolate a machine using Cybereason via a configurable Microsoft Teams command.,"['Cybereason', 'Endpoint Detection & Response', 'Microsoft']",11,"['', 'Microsoft Teams', 'Microsoft Teams', '', '', 'Microsoft Teams', '', '', 'Cybereason', 'Microsoft Teams', 'Microsoft Teams']","['automated_decision', 'action', 'action', 'artifact', 'automated_decision', 'trigger', 'artifact', 'artifact', 'action', 'action', 'action']","['Validate Message', 'Notify Isolation Successful', 'Acknowledge Request', 'Isolation Successful', 'Isolation Success', 'Isolate Trigger', 'Isolation Unsuccessful', 'Wrong Arguments Artifact', 'Isolate Machine', 'Notify Isolation Unsuccessful', 'Post Argument Failure']"
129,p552,Rapid7,Isolate Machine with Cybereason from Slack,This workflow allows a user to isolate a machine using Cybereason via a configurable Slack chatbot command.,"['Cybereason', 'Endpoint Detection & Response', 'Slack']",11,"['', '', '', '', '', '', '', '', '', 'Cybereason', '']","['automated_decision', 'action_chatops', 'artifact', 'automated_decision', 'trigger', 'action_chatops', 'artifact', 'artifact', 'action_chatops', 'action', 'action_chatops']","['Validate Message', 'Post Argument Failure', 'Isolation Successful', 'Isolation Success', 'Isolate Trigger', 'Notify Isolation Unsuccessful', 'Isolation Unsuccessful', 'Wrong Arguments Artifact', 'Notify Isolation Successful', 'Isolate Machine', 'Acknowledge Command']"
130,p553,Rapid7,List All Inactive Assets with InsightVM from Microsoft Teams,Quickly look up inactive assets in [Rapid7 InsightVM](https://www.rapid7.com/products/insightvm/) using a Microsoft Teams command. This workflow helps teams share vulnerability intelligence through shared Microsoft Teams channels.,"['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",7,"['', '', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', 'Rapid7 InsightVM']","['automated_decision', 'artifact', 'action', 'trigger', 'action', 'action', 'action']","['Were there inactive assets', 'Hostname List', 'Workflow Starting', 'Teams List Inactive Assets Trigger', 'Inactive Assets Found Message', 'No Inactive Assets Found Message', 'Get Inactive Assets']"
131,p554,Rapid7,List All Inactive Assets with InsightVM from Slack,Quickly look up inactive assets in [Rapid7 InsightVM](https://www.rapid7.com/products/insightvm/) using a Slack command. This workflow helps teams share vulnerability intelligence through shared Slack channels.,"['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",7,"['', '', '', '', '', '', 'Rapid7 InsightVM']","['automated_decision', 'artifact', 'action_chatops', 'action_chatops', 'action_chatops', 'trigger', 'action']","['Were there inactive assets', 'Hostname List', 'No Assets Found Message', 'Post Success Message', 'Workflow Started', 'List Inactive Trigger Message', 'Get Inactive Assets']"
132,p555,Rapid7,Look Up Domains with Recorded Future,This workflow enriches an IDR alert by performing a lookup on all domains in the investigation with Recorded Future.,"['Rapid7', 'Recorded_future', 'Threat Intelligence']",5,"['', '', '', '', 'Recorded Future']","['loop', 'trigger', 'artifact', 'artifact', 'action']","['Domains Loop', 'InsightIDR Event', 'InsightIDR Event Input Summary', 'Recorded Future Lookup Domains Output', 'Recorded Future Lookup Domain']"
133,p556,Rapid7,Look Up Hashes with RecordedFuture,This workflow enriches an IDR alert by performing a lookup on all hashes in the investigation with Recorded Future.,"['Rapid7', 'Recorded_future', 'Threat Intelligence']",6,"['', '', 'Recorded Future', '', '', '']","['loop', 'trigger', 'action', 'artifact', 'artifact', 'loop']","['Hashes Loop', 'InsightIDR Event', 'RecordedFuture Lookup Hash', 'InsightIDR Event Input Summary', 'RecordedFuture Lookup Hash Output', 'Processes Loop']"
134,p557,Rapid7,Look Up IPs with RecordedFuture,This workflow enriches an IDR alert by performing a lookup on all IPs in the investigation with Recorded Future.,"['Rapid7', 'Recorded_future', 'Threat Intelligence']",7,"['', '', '', '', '', '', 'Recorded Future']","['artifact', 'artifact', 'trigger', 'artifact', 'automated_decision', 'loop', 'action']","['RecordedFuture Lookup IPs Output', 'Internal IP Output', 'InsightIDR Event', 'InsightIDR Event Input Summary', 'External IP Check', 'IP Address Loop', 'RecordedFuture Lookup IPs']"
135,p558,Rapid7,Look Up URLs with RecordedFuture,This workflow enriches an IDR alert by performing a lookup on all URLs in the investigation with Recorded Future.,"['Rapid7', 'Recorded_future', 'Threat Intelligence']",5,"['', '', '', 'Recorded Future', '']","['loop', 'artifact', 'artifact', 'action', 'trigger']","['URL Loop', 'InsightIDR Event Input Summary', 'RecordedFuture Lookup URLs Output', 'RecordedFuture Lookup URLs', 'IDR Enrichment Workflow']"
136,p559,Rapid7,Lookup Automox Host from Slack," Setup Import the workflow from the Rapid7 Extension Library and proceed through the Import Workflow wizard in InsightConnect. Import plugins, create or select connections, and rename the workflow as a part of the Import Workflow wizard as necessary. There are two workflow parameters you will need to configure in order to complete setup of your workflow:* `Automox Organization ID`: The Automox organization used for performing host lookups* `Slack Channel`: The Slack channel name in your environment where the workflow should be triggered ","['automox', 'endpoint', 'patch', 'remediation', 'slack']",12,"['', '', '', '', '', '', '', '', '', '', 'Automox', 'Automox']","['action_chatops', 'artifact', 'join', 'automated_decision', 'trigger', 'automated_decision', 'action_chatops', 'pattern_match', 'join', 'action_chatops', 'action', 'action']","['Host Not Found Message', 'Final Report', 'Lookup Host', 'If IP Address', 'lookup-host Trigger', 'Host Found?', 'Searching Notification', 'Match IP Address', 'Result Sent', 'Post Host Details to Slack', 'Lookup Host by IP Address', 'Lookup Host by Hostname']"
137,p560,Rapid7,Lookup Automox Host from Teams," Setup Import the workflow from the Rapid7 Extension Library and proceed through the Import Workflow wizard in InsightConnect. Import plugins, create or select connections, and rename the workflow as a part of the Import Workflow wizard as necessary. There are three workflow parameters you will need to configure in order to complete setup of your workflow:* `Automox Organization ID`: The Automox organization used for performing host lookups* `Team Name`: The Microsoft Teams team name where the workflow will be triggered and respond * `Channel Name`: The Microsoft Teams channel name where the workflow will be triggered and respond ","['Asset Management', 'automox', 'endpoint', 'Endpoint Detection & Response', 'patch', 'remediation', 'teams', 'Vulnerability Management']",14,"['HTML', '', 'Automox', 'Automox', '', '', 'Microsoft Teams', '', '', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', '', '']","['action', 'artifact', 'action', 'action', 'pattern_match', 'join', 'trigger', 'automated_decision', 'automated_decision', 'action', 'action', 'action', 'join', 'pattern_match']","['Clean Teams Message', 'Final Report', 'Lookup Host by Hostname', 'Lookup Host by IP Address', 'Extract Argument', 'Lookup Host', 'Lookup-automox-host Trigger', 'If IP Address', 'Host Found?', 'Host Not Found Message', 'Post Host Details to Teams', 'Searching Message', 'Result Sent', 'Match IP Address']"
138,p561,Rapid7,Lookup Exploit with AttackerKB from Microsoft Teams,"Lookup an AttackerKB exploit to receive exploit details, including a description, exploit references, vulnerable software versions, attacker value, and exploitability score from Microsoft Teams.","['Microsoft', 'Rapid7', 'Threat Intelligence', 'Vulnerability Management']",16,"['HTML', '', 'Microsoft Teams', '', 'Microsoft Teams', 'Microsoft Teams', '', 'Microsoft Teams', 'Microsoft Teams', '', 'Microsoft Teams', 'Microsoft Teams', '', '', 'Rapid7 AttackerKB', '']","['action', 'artifact', 'action', 'artifact', 'action', 'action', 'pattern_match', 'action', 'trigger', 'automated_decision', 'action', 'action', 'artifact', 'loop', 'action', 'automated_decision']","['Strip HTML', 'Final Report (Too Many Results)', 'Multiple Results Notification', 'Final Report', 'Post Results to Teams', 'Searching Notification', 'Extract Argument', 'Post Result to Teams (multiple results)', 'lookup-vuln Trigger', 'Vulnerability Found?', 'Exploit Not Found Notification', 'Too Many Results Notification', 'Final Report (Multiple Results)', 'Loop Over Exploits', 'Search for Exploit based on Vulnerability', 'Multiple Results?']"
139,p562,Rapid7,Lookup Exploit with AttackerKB from Slack,"Lookup an AttackerKB exploit to receive exploit details, including a description, exploit references, vulnerable software versions, attacker value, and exploitability score from Slack.","['Rapid7', 'Slack', 'Threat Intelligence', 'Vulnerability Management']",11,"['', '', '', '', '', '', '', '', 'Rapid7 AttackerKB', '', '']","['action_chatops', 'action_chatops', 'pattern_match', 'trigger', 'automated_decision', 'action_chatops', 'action_chatops', 'loop', 'action', 'action_chatops', 'automated_decision']","['Vuln Not Found Message', 'Post Results to Slack', 'Extract Argument', 'lookup-vuln Trigger', 'Vulnerability Found?', 'Post Result to Slack (multiple results loop)', 'Searching Notification', 'Loop Over Exploits', 'Search for Exploit based on Vulnerability', 'Multiple Results Notification', 'Multiple Results?']"
140,p563,Rapid7,Lookup Host in InsightVM from Teams,"This workflow provides fast, convenient access to information about a given host from InsightVM by fetching asset details from InsightVM and posting them in a Microsoft Teams message. Host info includes hostname, IP address, MAC address, operating system, running services, last assessment date, and vulnerability stats. Lookup can be performed by either hostname or IP address.","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",10,"['HTML', '', '', '', 'Microsoft Teams', '', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', 'Rapid7 InsightVM']","['action', 'loop', 'artifact', 'pattern_match', 'trigger', 'automated_decision', 'action', 'action', 'action', 'action']","['Clean Teams Message', 'Assets Loop', 'Final Report', 'Extract Argument', 'lookup-host Trigger', 'Asset Found?', 'Asset Not Found Message', 'Post to Teams', 'Searching Message', 'Search for Asset']"
141,p564,Rapid7,Lookup Host with InsightVM from Slack,"This workflow provides fast, convenient access to information about a given host from InsightVM by fetching asset details from InsightVM and posting them in a Slack thread. Host info includes hostname, IP address, MAC address, operating system, running services, last assessment date, and vulnerability stats. Lookup can be performed by either hostname or IP address.","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",8,"['', '', '', '', '', '', '', 'Rapid7 InsightVM']","['action_chatops', 'loop', 'artifact', 'trigger', 'automated_decision', 'action_chatops', 'action_chatops', 'action']","['Asset Not Found Message', 'Assets Loop', 'Final Report', 'lookup-host Trigger', 'Asset Found?', 'Searching Notification', 'Post to Slack', 'Search for Asset']"
142,p565,Rapid7,Lookup Top Remediations with InsightVM from Microsoft Teams,"Lookup the top 10 remediation steps from InsightVM for a given host from a Microsoft Teams message. The workflow returns the top 10 remediation steps for the specified entity to the designated Microsoft Teams channel, making it easy to identify top risk-reducing actions and share with your team!","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",11,"['Microsoft Teams', '', 'Microsoft Teams', '', '', 'Microsoft Teams', '', 'Microsoft Teams', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Microsoft Teams']","['action', 'automated_decision', 'action', 'artifact', 'loop', 'action', 'pattern_match', 'trigger', 'action', 'action', 'action']","['Asset Not Found Message', 'Asset Found?', 'Searching Notification', 'Final Report', 'Remediations Loop', 'Found Asset Message', 'Extract Argument', '!top-remediations Trigger', 'Find Asset ID', 'Get Top Asset Remediations', 'Post Fix to Teams']"
143,p566,Rapid7,Lookup Top Remediations with InsightVM from Slack,"Lookup the top 10 remediation steps from InsightVM for a given host, asset group, site, or tag from a Slack message. The workflow returns the top 10 remediation steps for the specified entity in a Slack thread, making it easy to identify top risk-reducing actions and share with your team in Slack!","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",19,"['Rapid7 InsightVM', '', '', '', '', 'Rapid7 InsightVM', '', '', '', '', '', '', '', '', 'Rapid7 InsightVM', '', 'Rapid7 InsightVM', 'Rapid7 InsightVM', '']","['action', 'action_chatops', 'action_chatops', 'action_chatops', 'pattern_match', 'action', 'join', 'loop', 'action_chatops', 'trigger', 'automated_decision', 'action_chatops', 'automated_decision', 'action_chatops', 'action', 'automated_decision', 'action', 'action', 'join']","['Get Group', 'Invalid Input Message', 'Top Remediations Summary Report', 'Report Multiple', 'Extract Argument', 'Get Tag', 'Post Alert Multiple', 'Post Remediations', 'Target Not Found', 'Get Host Info Slack Trigger', 'Multiple Target Handling', 'Searching Notification', 'Validate Input', 'Remediation Report', 'Search for Asset', 'Type of Search', 'Top Remediations', 'Get Site', 'Define Target']"
144,p567,Rapid7,Lookup Vulnerability from Microsoft Teams,"This workflow accepts a Microsoft Teams command containing a CVE ID or vulnerability keyword(s), looks up the vulnerability in Rapid7's vulnerability database, and posts the vulnerability details back to the Microsoft Teams channel.","['Microsoft', 'Rapid7', 'Vulnerability Management']",17,"['Microsoft Teams', '', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', '', '', 'HTML', 'Rapid7 Vulnerability & Exploit Database', 'Microsoft Teams', '', '', 'Basename', '', '', 'Rapid7 Vulnerability & Exploit Database']","['action', 'loop', 'action', 'action', 'action', 'action', 'pattern_match', 'artifact', 'action', 'action', 'trigger', 'artifact', 'automated_decision', 'action', 'join', 'automated_decision', 'action']","['Searching Notification', 'Process VulnDB Results', 'Post VulnDB Result Found', 'Multiple Results Notification', 'Vulnerability Not Found Notification', 'Workflow Complete Notification', 'Extract Argument', 'Links', 'Strip HTML', 'Get VulnDB Contents for Result', 'Lookup Vuln Trigger', 'Final Report', 'Vulnerability Found?', 'Get Basename', 'Execute VulnDB Results Processing', 'Multiple Results?', 'Search Vuln DB']"
145,p568,Rapid7,Lookup Vulnerability from Slack,"Lookup a vulnerability to receive an overview, including risk, publish date, description, and solutions for remediation. This workflow helps teams share vulnerability intelligence through shared Slack channels.","['Rapid7', 'Slack', 'Vulnerability Management']",18,"['', '', '', '', '', '', '', '', '', '', 'Rapid7 Vulnerability & Exploit Database', '', '', '', 'Rapid7 Vulnerability & Exploit Database', '', '', '']","['pattern_match', 'automated_decision', 'action_chatops', 'action_chatops', 'automated_decision', 'trigger', 'action_chatops', 'pattern_match', 'join', 'automated_decision', 'action', 'action_chatops', 'loop', 'action_chatops', 'action', 'artifact', 'action_chatops', 'artifact']","['Extract Argument', 'Were Multiple Vulnerability Results Found', 'Post No Vulnerability Matches Found', 'Post VulnDB Lookup Failed', 'Were Vulnerabilities Found', 'lookup-vuln Trigger', 'Searching Notification', 'Get Basename', 'Execute VulnDB Results Processing', 'Did VulnDB Search Succeed', 'Get VulnDB Contents for Result', 'Post VulnDB Workflow Complete', 'Process VulnDB Results', 'Post Multiple Vulnerability Results Found', 'Search Vuln DB', 'Link Artifact', 'Post VulnDB Result Found', 'Final Vulnerability Report Findings']"
146,p569,Rapid7,Lookup Vulnerability with Rapid7 Vulnerability Database,"Lookup a vulnerability to receive an overview, including CVSS score, publish date, alternate identifiers, description, and solutions.","['Rapid7', 'Vulnerability Management']",7,"['', 'HTML', '', 'Rapid7 Vulnerability & Exploit Database', '', '', 'Rapid7 Vulnerability & Exploit Database']","['artifact', 'action', 'automated_decision', 'action', 'artifact', 'trigger', 'action']","['Vulnerability Artifact', 'Strip HTML', 'Vulnerability Found?', 'Search Vulnerability Database', 'No Matching Vulnerabilities', 'Lookup Vulnerability Trigger', 'Get Vulnerability Content']"
147,p570,Rapid7,Lookup Vulnerable Hosts from Slack,Search InsightVM for hosts with a particular vulnerability present directly from Slack. Receive a summary of the vulnerability and all affected assets in a thread.,"['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",34,"['', '', '', '', '', '', 'Rapid7 InsightVM', '', '', '', '', 'CSV', '', 'Rapid7 InsightVM', '', '', '', 'Rapid7 Vulnerability & Exploit Database', '', 'Rapid7 InsightVM', '', '', '', 'Rapid7 InsightVM', '', '', '', 'Type Converter', '', 'Type Converter', '', '', '', 'Rapid7 InsightVM']","['automated_decision', 'join', 'artifact', 'loop', 'break', 'automated_decision', 'action', 'artifact', 'automated_decision', 'action_chatops', 'action_chatops', 'action', 'action_chatops', 'action', 'loop', 'action_chatops', 'automated_decision', 'action', 'artifact', 'action', 'trigger', 'loop', 'automated_decision', 'action', 'artifact', 'automated_decision', 'action_chatops', 'action', 'loop', 'action', 'action_chatops', 'action_chatops', 'artifact', 'action']","['Did We Get Too Many Results?', 'IDs To Process', 'Malformed Command Output', 'Extract Vulnerability IDs From VulnDB', 'Max Hosts Returned Check', 'Vulns Found?', 'Get Impacted Assets', 'Success Output', 'Is Count 0?', 'Report Asset Details', 'Report Malformed Command', 'Alternate Identifiers', 'Report Vulnerability Info', 'Get Vulnerabilities By Alternate Identifiers', 'Process Vulnerabilities', 'Searching Notification', 'Vulnerability Found?', 'Lookup Vuln In VulnDB', 'Overview', 'Get Vulnerable Assets', 'Lookup Vulnerable Hosts Trigger', 'Count', 'Is Input Good?', 'Vulnerability Information', 'Asset Reference', 'Vulnerability Found With Alternate Identifiers?', 'Done', 'Make NexposeID Object', 'Get Asset Information', 'Make String', 'Report Not Found', 'Report Too Many', 'Not Found Output', 'Asset Information']"
148,p571,Rapid7,Lookup Vulnerable Hosts from Teams,Search InsightVM for hosts with a particular vulnerability present directly from Microsoft Teams. Receive a message summarizing the vulnerability and all affected assets in a Microsoft Teams channel.,"['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",34,"['', '', '', '', '', 'Rapid7 InsightVM', '', '', 'Microsoft Teams', 'Microsoft Teams', 'CSV', 'Microsoft Teams', 'Microsoft Teams', 'Rapid7 InsightVM', '', 'Microsoft Teams', '', '', 'Rapid7 Vulnerability & Exploit Database', '', 'Rapid7 InsightVM', 'Microsoft Teams', '', '', 'Rapid7 InsightVM', '', '', '', 'Microsoft Teams', 'Type Converter', '', 'Type Converter', 'Microsoft Teams', 'Rapid7 InsightVM']","['automated_decision', 'join', 'loop', 'automated_decision', 'artifact', 'action', 'break', 'automated_decision', 'action', 'action', 'action', 'action', 'action', 'action', 'loop', 'action', 'automated_decision', 'artifact', 'action', 'artifact', 'action', 'trigger', 'loop', 'automated_decision', 'action', 'artifact', 'artifact', 'automated_decision', 'action', 'action', 'loop', 'action', 'action', 'action']","['Did We Get Too Many Results?', 'IDs To Process', 'Extract Vulnerability IDs from VulnDB', 'Vulns Found?', 'Not Found Output', 'Get Impacted Assets', ""Check if we've reached our max host count"", 'Is count 0?', 'Report Vulnerability', 'Report Not Found', 'Alternate Identifiers', 'Report Malformed Command', 'Report Asset Details', 'Get Vulnerabilities By Alternate Identifiers', 'Process Vulnerabilities', 'Searching Notification', 'Vulnerability Found?', 'Malformed Command Output', 'Lookup Vuln In VulnDB', 'Overview', 'Get Vulnerable Assets', 'Lookup Vulnerable Hosts Trigger', 'count', 'Is Input Good?', 'Vulnerability Information', 'Asset Reference', 'Success Output', 'Vulnerability Found With Alternate Identifiers?', 'Done', 'Make NexposeID Object', 'Get Asset Information', 'Make String', 'Report Too Many', 'Asset Information']"
149,p572,Rapid7,Malicious Hash Remediation with Cb Response,This workflow triggers off of InsightIDR's Malicious Hash on Asset alerts and does a lookup of the hash with Team Cymru before banning it with Cb Response.,"['Rapid7', 'Team_cymru', 'Threat Intelligence', 'VMware']",11,"['', '', '', '', '', 'Rapid7 InsightIDR', '', '', 'Team Cymru MHR', '', 'VMware Carbon Black EDR']","['loop', 'decision_chatops', 'artifact', 'trigger', 'artifact', 'action', 'artifact', 'loop', 'action', 'filter', 'action']","['Processes Loop', 'Confirm Ban', 'Summary', 'Malicious Hash Alert', 'Hash Banned', 'Close Investigation', 'IDR Alert Artifact', 'Hashes Loop', 'Lookup Hash', 'Continue on Detection', 'Ban Hash']"
150,p573,Rapid7,Manage Expiring Vulnerability Exceptions with InsightVM and Microsoft Teams,Notify a user weekly via Microsoft Teams message of expiring exceptions.,"['Microsoft', 'Rapid7', 'Vulnerability Management']",7,"['Microsoft Teams', 'Microsoft Teams', 'Rapid7 InsightVM', 'Microsoft Teams', '', '', 'Timers']","['action', 'action', 'action', 'action', 'artifact', 'automated_decision', 'trigger']","['5 or less message', 'No Exceptions Found Message', 'Get Expiring Exceptions', 'More than 5 exceptions message', 'Create CSV', 'How many exceptions', 'Weekly Timer']"
151,p574,Rapid7,Manage Vulnerability Exception Requests with InsightVM from Slack,"Push new vulnerability exception requests to Slack for expedited decision-making and response. Vulnerability risk data, exclusion submitter comments, expiration dates, and more details are included in the Slack message to provide contextual details to the reviewer without the need to log into the InsightVM Console.","['Rapid7', 'Slack', 'Vulnerability Management']",19,"['', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', '', 'Rapid7 InsightVM', 'Rapid7 InsightVM', 'Rapid7 InsightVM', '', '', '', '', 'Rapid7 InsightVM', '', '']","['action_chatops', 'action', 'action', 'action', 'action', 'action', 'action', 'action', 'join', 'trigger', 'action', 'action', 'action_chatops', 'automated_decision', 'automated_decision', 'decision_chatops', 'action', 'automated_decision', 'decision_chatops']","['Share Report Details', 'Asset Group', 'Auto-approve', 'Vulnerability Details', 'Reject Exception', 'IVM Submitter', 'Asset', 'Tags', 'Scope Details', 'Vulnerability Exception Request', 'Approve Exception', 'Delete Rogue Exception Request', 'Notify of Auto-Approval', 'What state is the exception in?', 'auto-approve', 'Prompt for Deletion', 'Site', 'Scope of Exception?', 'Approve or Reject?']"
152,p575,Rapid7,Manage Watched Domains with Darktrace from Slack,This workflow adds or removes hosts (domains and IP addresses) in the Darktrace watched domains list via Slack command and reports information back to Slack.,"['Darktrace', 'Network & Firewall', 'Slack', 'Threat Intelligence']",16,"['Type Converter', '', '', '', '', 'Darktrace', '', '', '', 'Darktrace', '', '', '', '', '', '']","['action', 'action_chatops', 'join', 'action_chatops', 'action_chatops', 'action', 'action_chatops', 'automated_decision', 'automated_decision', 'action', 'loop', 'artifact', 'automated_decision', 'action_chatops', 'trigger', 'artifact']","['Combine Indicators', 'No Valid Hosts Message', 'Join', 'Success Post', 'Failure Post', 'Add Watched Domains', 'Starting Workflow Notification', 'At Least 1 Valid Host?', 'Which Command?', 'Remove Watched Domains', 'Watched Domains Loop', 'Watched Domains Success', 'Action Success?', 'Workflow Complete Notification', 'Check Host Message Received', 'Watched Domains Failure']"
153,p576,Rapid7,Manage Watched Domains with Darktrace from Microsoft Teams,Add or remove domains and IP addresses in the Darktrace watched domains list from Microsoft Teams.,[],16,"['Type Converter', '', 'Darktrace', '', '', 'Microsoft Teams', 'Microsoft Teams', 'Darktrace', '', '', '', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', 'Microsoft Teams', '']","['action', 'join', 'action', 'automated_decision', 'automated_decision', 'action', 'action', 'action', 'loop', 'artifact', 'automated_decision', 'action', 'action', 'action', 'trigger', 'artifact']","['Combine Indicators', 'Join', 'Add Watched Domains', 'At Least 1 Valid Host?', 'Which Command?', 'Starting Workflow Notification', 'No Valid Hosts Message', 'Remove Watched Domains', 'Watched Domains Loop', 'Watched Domains Success', 'Action Success?', 'Success Message', 'Workflow Complete Message', 'Failure Message', 'Check Host Message Received', 'Watched Domains Failure']"
154,p577,Rapid7,Most Vulnerable Assets in Sites to Slack,This workflow returns the top 10 most vulnerable assets in each site in InsightVM.,"['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",11,"['Rapid7 InsightVM', '', '', 'CSV', 'Rapid7 InsightVM', 'Type Converter', '', 'Type Converter', '', '', '']","['action', 'loop', 'trigger', 'action', 'action', 'action', 'action_chatops', 'action', 'artifact', 'action_chatops', 'action_chatops']","['Get Site List', 'Do Work for Each Site', 'trigger', 'Convert Report to Object', 'Get Top 10 Assets in Site By Risk', 'work-around array json bug', 'Post Site Result', 'work-around array json bug2', 'Asset Blocks', 'Done', 'Working on it']"
155,p578,Rapid7,Office 365 Analysis Palo Alto Wildfire,This workflow is designed to automatically analyze incoming emails to determine if they are malicious. This workflow assumes a user is using their report phishing button to send an email to an administrative account with the suspicious email attached. The workflow will then analyze the attached email for any suspicious links or files. If any malicious indicators are found the email will be remediated across the organization.,"['Microsoft', 'Palo_Alto', 'Phishing', 'Threat Intelligence']",34,"['', '', 'Microsoft Office 365 Email', '', '', 'ExtractIt', '', '', 'Palo Alto Wildfire', 'Palo Alto Wildfire', '', '', '', '', '', 'Sleep', '', '', '', '', 'Palo Alto Wildfire', '', 'Microsoft Office365 Email Security', '', 'Microsoft Office 365 Email', '', '', 'Palo Alto Wildfire', '', '', 'Microsoft Office365 Email Security', '', 'Sleep', '']","['break', 'loop', 'trigger', 'loop', 'artifact', 'action', 'break', 'loop', 'action', 'action', 'automated_decision', 'artifact', 'artifact', 'artifact', 'artifact', 'action', 'artifact', 'artifact', 'artifact', 'artifact', 'action', 'artifact', 'action', 'automated_decision', 'action', 'automated_decision', 'artifact', 'action', 'loop', 'break', 'action', 'automated_decision', 'action', 'human_decision']","['Malicious URL Break', 'Analysis Loop', 'Office 365 New Email Trigger', 'Attached File Loop', 'Remediation', 'Extract URLs', 'Manual Malicious File Break', 'URL Loop', 'Palo Alto Wildfire Get File Verdict', 'Palo Alto Wildfire Submit File', 'Is URL Malicious', 'Email Not Malicious', 'Manual Malicious File Report', 'Overview Note', 'Unsupported File Report', 'Sleep for 15 Seconds', 'Malicious Email Details', 'Malicious URL Report', 'Malicious File Report', 'Alert Overview', 'Get Result from Palo Alto Wildfire', 'Malicious Indicator Found', 'Block Sender from Org', 'Is File Malicious', 'Send Notification Email', 'Was File Supported', 'Attached Email Analysis Overview', 'Palo Alto Wildfire Scan URL', 'Remediate Malicious Emails', 'Break on Malicious File', 'Purge Email from Org', 'Was overall mail malicious', 'Sleep for 30', 'Is File Safe']"
156,p579,Rapid7,Office 365 Analysis Virus Total,This workflow is designed to automatically analyze incoming emails to determine if they are malicious. This workflow assumes a user is using their report phishing button to send an email to an administrative account with the suspicious email attached. The workflow will then analyze the attached email for any suspicious links or files. If any malicious indicators are found the email will be remediated across the organization.,"['Microsoft', 'Phishing', 'Threat Intelligence', 'Virustotal']",43,"['Storage', 'VirusTotal', '', '', 'Microsoft Office 365 Email', '', 'VirusTotal', '', '', '', 'Basename', '', '', '', 'VirusTotal', 'VirusTotal', '', '', '', '', 'ExtractIt', '', 'Microsoft Office365 Email Security', '', '', '', '', '', 'Microsoft Office 365 Email', '', '', 'Storage', 'Storage', 'Storage', '', 'HashIt', 'VirusTotal', 'Storage', 'Storage', 'Microsoft Office365 Email Security', '', '', '']","['action', 'action', 'automated_decision', 'loop', 'trigger', 'artifact', 'action', 'artifact', 'break', 'artifact', 'action', 'artifact', 'artifact', 'artifact', 'action', 'action', 'artifact', 'artifact', 'loop', 'artifact', 'action', 'automated_decision', 'action', 'automated_decision', 'automated_decision', 'artifact', 'break', 'automated_decision', 'action', 'artifact', 'break', 'action', 'action', 'action', 'break', 'action', 'action', 'action', 'action', 'action', 'automated_decision', 'artifact', 'loop']","['Set Malicious Email to True', 'Send file to VT for Scan', 'Has Attachments', 'Email Attachment Loop', 'Office 365 New Email Trigger', 'VT Malicious Scan Report', 'Get Result', '# Remediation', 'Break on Malicious File', 'Malicious Indicator Variable Name', 'Job ID Basename', 'Malicious File Report', 'Analysis Explanation', 'Malicious Email Found', 'VT Look for Hash', 'VirusTotal Scan URL', 'Overall Malicious Indicator', 'File Analysis Overview', 'File Analysis Loop', 'Overview Note', 'Extract URLs', 'Malicious URL', 'Purge Email from Org', 'Was Malicious URL Found', 'Was VT Scan Malicious', 'Extracted URLs', 'Break on malicious VT Scan', 'Was Malicious File Found?', 'Send Notification Email', 'URL to Check', 'Break Email Attachment Loop', 'Set Malicious Variable', 'Set Malicious Indicator for VT Report', 'Is URL Malicious', 'Malicious URL Break', 'HashIT', 'Get VT Scan', 'Is Email Malicious', 'Set Malicious Indicator for File', 'Block Sender from Org', 'Was Overall Mail Malicious', 'Malicious URL Report', 'URL Loop']"
