id,vendor,playbook_name,playbook_description,tags,steps,actuator,step_types,step_names,step_id,step_description
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,trigger,Revoke Session Trigger,s7955, Revoke Session Trigger
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,action_chatops,Workflow Success,s7956, Workflow Success
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,automated_decision,Command Contains Username,s7957, Command Contains Username
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,action_chatops,Beginning Revoke Session,s7958, Beginning Revoke Session
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,String Operations,action,Trim email,s7960,String Operations Trim email
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,automated_decision,Was Revoke Successful,s7961, Was Revoke Successful
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,Azure AD Admin,action,Revoke User Session,s7962,Azure AD Admin Revoke User Session
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,action_chatops,Parse Args Failed,s7963, Parse Args Failed
p195,Rapid7,Revoke User Session in Azure AD from Slack,Revoke a user session forcing them to log in after their next page refresh with a command from Slack. ,"['Identity & Access Management', 'Microsoft', 'Slack']",12,,artifact,Parse Email Result,s7964, Parse Email Result
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,Microsoft Teams,trigger,Revoke Session Trigger,s7967,Microsoft Teams Revoke Session Trigger
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,Microsoft Teams,action,No user ID found,s7968,Microsoft Teams No user ID found
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,Microsoft Teams,action,Workflow Success Message,s7971,Microsoft Teams Workflow Success Message
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,Microsoft Teams,action,Revoke Failed Message,s7972,Microsoft Teams Revoke Failed Message
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,Microsoft Teams,action,Starting Revoke User Message,s7975,Microsoft Teams Starting Revoke User Message
p196,Rapid7,Revoke User Session in Azure AD with Microsoft Teams,Revoke a user session forcing them to log in after their next page refresh with a command from Microsoft Teams. ,"['Identity & Access Management', 'Microsoft']",13,,artifact,String Split Result,s7977, String Split Result
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,break,If Scan Fails to Start,s7978, If Scan Fails to Start
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Scan Started,s7979,Microsoft Teams MS-TEAMS - Scan Started
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Scan Paused,s7981,Microsoft Teams MS-TEAMS - Scan Paused
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Rapid7 InsightVM Console,action,Get Scan Status,s7982,Rapid7 InsightVM Console Get Scan Status
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,break,If Lookup Scan Fails,s7984, If Lookup Scan Fails
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Scan Running,s7985,Microsoft Teams MS-TEAMS - Scan Running
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Rapid7 InsightVM Console,action,Resume Scan,s7989,Rapid7 InsightVM Console Resume Scan
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Final Notification,s7990,Microsoft Teams MS-TEAMS - Final Notification
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,pattern_match,RiskScore - Remove Decimals,s7993, RiskScore - Remove Decimals
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Type Converter,action,RiskScore to Integer,s7994,Type Converter RiskScore to Integer
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,helpers,Update Global Artifact,s7995, Update Global Artifact
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,helpers,Lookup Global Artifact,s7996, Lookup Global Artifact
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,automated_decision,Decision - Scan Status,s7997, Decision - Scan Status
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,break,Break Loop - Error,s7998, Break Loop - Error
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,trigger,scan-asset Trigger,s7999,Microsoft Teams scan-asset Trigger
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Rapid7 InsightVM Console,action,Get New Risk Score,s8000,Rapid7 InsightVM Console Get New Risk Score
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Rapid7 InsightVM Console,action,Scan Asset,s8001,Rapid7 InsightVM Console Scan Asset
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-Teams - Final Notification - Failure,s8002,Microsoft Teams MS-Teams - Final Notification - Failure
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Timers,action,Delay 3 Minutes,s8003,Timers Delay 3 Minutes
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,break,If Resume Scan Fails,s8004, If Resume Scan Fails
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,pattern_match,Get Scanned Risk Score,s8005, Get Scanned Risk Score
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Rapid7 InsightVM Console,action,Find Asset ID,s8006,Rapid7 InsightVM Console Find Asset ID
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,loop,Loop - Scan Status,s8007, Loop - Scan Status
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Error Message,s8008,Microsoft Teams MS-TEAMS - Error Message
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Timers,action,Pause Resuming for 5 Minutes,s8009,Timers Pause Resuming for 5 Minutes
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,join,Final Join - Artifact,s8010, Final Join - Artifact
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Timers,action,Timer - Delay Resume,s8011,Timers Timer - Delay Resume
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,automated_decision,Did Scan Complete,s8013, Did Scan Complete
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,,break,Break Loop - Finished,s8014, Break Loop - Finished
p197,Rapid7,Scan Asset with InsightVM from Microsoft Teams,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Microsoft', 'Rapid7', 'Vulnerability Management']",38,Microsoft Teams,action,MS-TEAMS - Scan Finished,s8015,Microsoft Teams MS-TEAMS - Scan Finished
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Scan Started Notification,s8017, Scan Started Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Scan Paused Notification,s8019, Scan Paused Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Scan Running Notification,s8023, Scan Running Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,New Risk Score Notification,s8028, New Risk Score Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Found Asset Message,s8029, Found Asset Message
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,trigger,scan-asset Trigger,s8037, scan-asset Trigger
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Failure Notification,s8040, Failure Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Scan Error Notification,s8046, Scan Error Notification
p198,Rapid7,Scan Asset with InsightVM from Slack,"Scan and report on an asset's vulnerabilities and risk posture without leaving your Chat window. Built for patching administrators who may not have access to InsightVM, this workflow fetches the last vulnerability statistics for a given host, triggers a new scan for that host, and returns the updated vulnerability statistics. ","['Asset Management', 'Rapid7', 'Slack', 'Vulnerability Management']",37,,action_chatops,Scan Finished Notification,s8052, Scan Finished Notification
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,loop,Loop Through Hostnames,s8053, Loop Through Hostnames
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Type Converter,action,Convert Hosts String To List,s8054,Type Converter Convert Hosts String To List
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,action,Notify User Workflow is Starting in Teams,s8055,Microsoft Teams Notify User Workflow is Starting in Teams
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,CrowdStrike Falcon,action,CrowdStrike Host,s8056,CrowdStrike Falcon CrowdStrike Host
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,artifact,CrowdStrike Aid Not Found,s8057, CrowdStrike Aid Not Found
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,CrowdStrike Falcon,action,CrowdStrike Aid,s8058,CrowdStrike Falcon CrowdStrike Aid
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,HTML,action,Convert HTML to String,s8059,HTML Convert HTML to String
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,pattern_match,Job ID,s8060, Job ID
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,trigger,Teams Message,s8061,Microsoft Teams Teams Message
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,CrowdStrike Falcon,action,CrowdStrike Detection,s8062,CrowdStrike Falcon CrowdStrike Detection
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Markdown,action,Convert CrowdStrike Host Results Markdown to HTML,s8063,Markdown Convert CrowdStrike Host Results Markdown to HTML
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,pattern_match,Parse Out Hosts,s8064, Parse Out Hosts
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,action,Send Host Found Message to Teams (HTML),s8065,Microsoft Teams Send Host Found Message to Teams (HTML)
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Advanced Regex,action,Parse off New Lines from HTML,s8066,Advanced Regex Parse off New Lines from HTML
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,action,Send No CrowdStrike Agent Message to Teams (HTML),s8067,Microsoft Teams Send No CrowdStrike Agent Message to Teams (HTML)
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,CrowdStrike Falcon,action,CrowdStrike Detections,s8068,CrowdStrike Falcon CrowdStrike Detections
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,automated_decision,Was Aid Found?,s8069, Was Aid Found?
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,artifact,CrowdStrike Host Results,s8070, CrowdStrike Host Results
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,,loop,Loop Through Detections,s8071, Loop Through Detections
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,action,Send Checking For Detections Message to Teams (HTML),s8072,Microsoft Teams Send Checking For Detections Message to Teams (HTML)
p199,Rapid7,Search for Hosts in CrowdStrike from Microsoft Teams,"This workflow looks for one or more hostnames in CrowdStrike Falcon and reports back with any host and detection data. The workflow is triggered from a Microsoft Teams `!crowdstrike_actions` command, followed by a comma separated list of one or more hostnames.","['Alerting & Notifications', 'Asset Management']",21,Microsoft Teams,action,Send CrowdStrike Host Results Message to Teams (HTML),s8073,Microsoft Teams Send CrowdStrike Host Results Message to Teams (HTML)
