playbook_id;step_id;vendor;playbook_name;playbook_description;step_names;step_types;step_description;actuator;action;artifact;automation
p507;s6028;Rapid7;Enrich and Contain Suspicious Users from InsightIDR UBA Alerts with Netskope and Active Directory; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections and rename the Workflow as necessary. ;passwords Reset Check;automated_decision;Platform passwords Reset Check;Platform;check;passwords reset;1
p507;s6029;Rapid7;Enrich and Contain Suspicious Users from InsightIDR UBA Alerts with Netskope and Active Directory; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections and rename the Workflow as necessary. ;forces Password Reset;action;Active Directory LDAP forces Password Reset;Active Directory LDAP;force;password resets;1
p507;s6030;Rapid7;Enrich and Contain Suspicious Users from InsightIDR UBA Alerts with Netskope and Active Directory; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections and rename the Workflow as necessary. ;converts to Epoch;action;Datetime converts to Epoch;Datetime;convert;datetime;1
p508;s6032;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;validates CVE Provided;automated_decision;Platform validates CVE Provided;Platform;check;CVE;1
p508;s6035;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;enrichs CVE Vulnerability;action;Recorded Future enrichs CVE Vulnerability;Recorded Future;enrich;CVE;1
p508;s6036;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;enrichs CVE Request;trigger;Microsoft Teams enrichs CVE Request;Microsoft Teams;trigger;CVE ;1
p508;s6037;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;enricheds CVE Report;artifact;Platform enricheds CVE Report;Platform;show;CVE report;1
p508;s6038;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;look-ups successful;automated_decision;Platform look-ups successful;Platform;check;lookup status;1
p508;s6039;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;cves Enrich Failure;action;Microsoft Teams cves Enrich Failure;Microsoft Teams;send;enrichment status;1
p508;s6040;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;converts Artifact to HTML;action;Markdown converts Artifact to HTML;Markdown;convert;artifact;1
p508;s6041;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;nos Valid CVE Provided;action;Microsoft Teams nos Valid CVE Provided;Microsoft Teams;send;CVE status;1
p508;s6042;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;enrichs each CVE;loop;Platform enrichs each CVE;Platform;loop;CVE;1
p508;s6043;Rapid7;Enrich CVE with Recorded Future from Microsoft Teams;Use the simplicity of a chat command in Microsoft Teams to get enriched details about a vulnerability using Recorded Future.;posts Enriched CVE Report;action;Microsoft Teams posts Enriched CVE Report;Microsoft Teams;post;enriched CVE report;1
p509;s6045;Rapid7;Enrich CVE with Recorded Future from Slack;Use the simplicity of a chat command in Slack to get enriched details about a vulnerability using Recorded Future.;extracts CVEs;pattern_match;Platform extracts CVEs;Platform;extract;cves;1
p509;s6047;Rapid7;Enrich CVE with Recorded Future from Slack;Use the simplicity of a chat command in Slack to get enriched details about a vulnerability using Recorded Future.;enrichs CVE Request;trigger;Platform enrichs CVE Request;Platform;trigger;CVE request;1
p509;s6049;Rapid7;Enrich CVE with Recorded Future from Slack;Use the simplicity of a chat command in Slack to get enriched details about a vulnerability using Recorded Future.;posts Enriched CVE Report;action_chatops;Platform posts Enriched CVE Report;Platform;post;enriched cve report;1
p509;s6051;Rapid7;Enrich CVE with Recorded Future from Slack;Use the simplicity of a chat command in Slack to get enriched details about a vulnerability using Recorded Future.;nos Valid CVE Provided;action_chatops;Platform nos Valid CVE Provided;Platform;post;CVE status;1
p509;s6054;Rapid7;Enrich CVE with Recorded Future from Slack;Use the simplicity of a chat command in Slack to get enriched details about a vulnerability using Recorded Future.;cves Enrich Failure;action_chatops;Platform cves Enrich Failure;Platform;send;CVE enrichment status;1
p510;s6056;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;threads Details by CVE;action_chatops;Platform threads Details by CVE;Platform;send;thread details;1
p510;s6057;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;cvess in Database;automated_decision;Platform cvess in Database;Platform;check;CVE ;1
p510;s6058;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;adds CVEs to Account;action;Rapid7 IntSights adds CVEs to Account;Rapid7 IntSights;add;CVE;1
p510;s6059;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;texts to Uppercase;action;String Operations texts to Uppercase;String Operations;convert;text;1
p510;s6061;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;nos Data Available;action_chatops;Platform nos Data Available;Platform;send;status;1
p510;s6062;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;processs Threat Intel;loop;Platform processs Threat Intel;Platform;loop;threat intelligence;1
p510;s6063;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;finals Message;action_chatops;Platform finals Message;Platform;send;status message;1
p510;s6065;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;gets CVEs by ID;action;Rapid7 IntSights gets CVEs by ID;Rapid7 IntSights;get;CVE;1
p510;s6066;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;cves Enrichment Details;artifact;Platform cves Enrichment Details;Platform;show;cves enrichment details;1
p510;s6067;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Slack; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameter, and rename the Workflow as necessary. There is one Workflow Parameter you will need to configure in order to complete setup of your Workflow: * `Slack Channel`: The Slack channel name you'd like to use for triggers & responses ;extracts CVEs;action;ExtractIt extracts CVEs;ExtractIt;extract;cves;1
p511;s6069;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Teams; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameters, and rename the Workflow as necessary. There are two Workflow Parameters you will need to configure in order to complete setup of your Workflow: * `Team Name`: Team name within Microsoft Teams that contains the channel you'd like to use for triggers & responses* `Channel Name`: Channel name within Microsoft Teams you'd like to use for triggers & responses ;htmls to Text;action;HTML htmls to Text;HTML;convert;html;1
p511;s6075;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Teams; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameters, and rename the Workflow as necessary. There are two Workflow Parameters you will need to configure in order to complete setup of your Workflow: * `Team Name`: Team name within Microsoft Teams that contains the channel you'd like to use for triggers & responses* `Channel Name`: Channel name within Microsoft Teams you'd like to use for triggers & responses ;threads Details by CVE;action;Microsoft Teams threads Details by CVE;Microsoft Teams;send;CVE tread details;1
p511;s6076;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Teams; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameters, and rename the Workflow as necessary. There are two Workflow Parameters you will need to configure in order to complete setup of your Workflow: * `Team Name`: Team name within Microsoft Teams that contains the channel you'd like to use for triggers & responses* `Channel Name`: Channel name within Microsoft Teams you'd like to use for triggers & responses ;nos Data Available;action;Microsoft Teams nos Data Available;Microsoft Teams;send;status;1
p511;s6081;Rapid7;Enrich CVEs with Rapid7 Threat Intelligence from Teams; Setup Import the workflow from the Rapid7 Extension Library and proceed through the Workflow Control Panel in InsightConnect. Create or select Connections, specify the Parameters, and rename the Workflow as necessary. There are two Workflow Parameters you will need to configure in order to complete setup of your Workflow: * `Team Name`: Team name within Microsoft Teams that contains the channel you'd like to use for triggers & responses* `Channel Name`: Channel name within Microsoft Teams you'd like to use for triggers & responses ;finals Message;action;Microsoft Teams finals Message;Microsoft Teams;send;status message;1
p512;s6083;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;checks steps;automated_decision;Platform checks steps;Platform;check;step;1
p512;s6084;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;sends Result;action_chatops;Platform sends Result;Platform;send;result;1
p512;s6085;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;jobs Failed;action_chatops;Platform jobs Failed;Platform;send;job status;1
p512;s6086;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;fors each Domain;loop;Platform fors each Domain;Platform;loop;domain;1
p512;s6087;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;triggers on Keyword enrich-domain;trigger;Platform triggers on Keyword enrich-domain;Platform;trigger;domain;1
p512;s6091;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;lookups Domain with ThreatCrowd;action;Threat Crowd lookups Domain with ThreatCrowd;Threat Crowd;lookup;domain;1
p512;s6092;Rapid7;Enrich Domain with OSINT from Slack;Enrich a potentially malicious domain with threat intelligence provided by Threat Crowd, Dig, and Whois from Slack.;sends Feedback;action_chatops;Platform sends Feedback;Platform;send;feedback;1
p513;s6093;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;virustotals Hash Not Found Scan Results;artifact;Platform virustotals Hash Not Found Scan Results;Platform;show;scan results;1
p513;s6094;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;wass Hash Found in VirusTotal;automated_decision;Platform wass Hash Found in VirusTotal;VirusTotal;check;hash;1
p513;s6096;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;extracts Hash from Message;pattern_match;Platform extracts Hash from Message;Platform;extract;hash;1
p513;s6098;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;posts Confirmation;action;Microsoft Teams posts Confirmation;Microsoft Teams;post;status;1
p513;s6099;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;virustotals Hash Found Scan Results;artifact;Platform virustotals Hash Found Scan Results;Platform;show;scan results;1
p513;s6100;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;founds Hash;artifact;Platform founds Hash;Platform;show;hash;1
p513;s6101;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;posts Hash Not Found Scan Report;action;Microsoft Teams posts Hash Not Found Scan Report;Microsoft Teams;post; scan report status;1
p513;s6102;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;scans Hash;action;VirusTotal scans Hash;VirusTotal;scan;hash;1
p513;s6103;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;!enrich-hashs;trigger;Microsoft Teams !enrich-hashs;Microsoft Teams;trigger;enriched hash;1
p513;s6104;Rapid7;Enrich File Hash with Microsoft Teams;Look up and enrich file hashes in VirusTotal directly from Microsoft Teams, providing a fast, convenient way to check potential indicators of compromise. ;posts Hash Found Scan Report;action;Microsoft Teams posts Hash Found Scan Report;Microsoft Teams;post;scan report status;1
p514;s6107;Rapid7;Enrich File Hash with VirusTotal from Slack;Look up and enrich file hashes in VirusTotal directly from Slack, providing a fast, convenient way to check potential indicators of compromise. ;calculates Total Scans;action;Math calculates Total Scans;Math;calculate;total scans;1
p514;s6109;Rapid7;Enrich File Hash with VirusTotal from Slack;Look up and enrich file hashes in VirusTotal directly from Slack, providing a fast, convenient way to check potential indicators of compromise. ;posts Hash Not Found Scan Report;action_chatops;Platform posts Hash Not Found Scan Report;Platform;send;scan report status;1
p514;s6110;Rapid7;Enrich File Hash with VirusTotal from Slack;Look up and enrich file hashes in VirusTotal directly from Slack, providing a fast, convenient way to check potential indicators of compromise. ;posts Hash Lookup Confirmation;action_chatops;Platform posts Hash Lookup Confirmation;Platform;post;lookup status;1
p514;s6114;Rapid7;Enrich File Hash with VirusTotal from Slack;Look up and enrich file hashes in VirusTotal directly from Slack, providing a fast, convenient way to check potential indicators of compromise. ;starts Lookup;trigger;Platform starts Lookup;Platform;trigger;lookup status;1
p514;s6115;Rapid7;Enrich File Hash with VirusTotal from Slack;Look up and enrich file hashes in VirusTotal directly from Slack, providing a fast, convenient way to check potential indicators of compromise. ;posts Hash Found Scan Report;action_chatops;Platform posts Hash Found Scan Report;Platform;send;scan report status;1
p515;s6116;Rapid7;Enrich Hash with Threat Intelligence from Threat Crowd;This workflow is meant to introduce InsightIDR users to plugins, actions, and running workflows. The workflow uses an API trigger, which accepts a single string input, to lookup a hash in Threat Crowd, a free-to-use threat intelligence service. This workflow is easy to test out for users who are new to InsightConnect and automation workflows.;hashs Report;artifact;Platform hashs Report;Platform;show;hash report;1
p515;s6117;Rapid7;Enrich Hash with Threat Intelligence from Threat Crowd;This workflow is meant to introduce InsightIDR users to plugins, actions, and running workflows. The workflow uses an API trigger, which accepts a single string input, to lookup a hash in Threat Crowd, a free-to-use threat intelligence service. This workflow is easy to test out for users who are new to InsightConnect and automation workflows.;apis Trigger;trigger;Platform apis Trigger;Platform;trigger;API;1
p515;s6118;Rapid7;Enrich Hash with Threat Intelligence from Threat Crowd;This workflow is meant to introduce InsightIDR users to plugins, actions, and running workflows. The workflow uses an API trigger, which accepts a single string input, to lookup a hash in Threat Crowd, a free-to-use threat intelligence service. This workflow is easy to test out for users who are new to InsightConnect and automation workflows.;lookups Hash;action;Threat Crowd lookups Hash;Threat Crowd;lookup;hash;1
p516;s6119;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future IP Lookup Output;artifact;Platform recordeds Future IP Lookup Output;Platform;show;lookup output;1
p516;s6120;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;idrs Alert;trigger;Platform idrs Alert;Platform;trigger;idr alert;1
p516;s6121;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;internals IP Output;artifact;Platform internals IP Output;Platform;show;ip output;1
p516;s6122;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;hashs Not Found Artifact;artifact;Platform hashs Not Found Artifact;Platform;show;artifact;1
p516;s6123;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;iss Domains Array Empty?;filter;Platform iss Domains Array Empty?;Platform;filter;array;1
p516;s6124;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future URL Lookup Artifact;artifact;Platform recordeds Future URL Lookup Artifact;Platform;show;lookup artifact;1
p516;s6125;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;ips Addresses Loop;loop;Platform ips Addresses Loop;Platform;loop;IP addresses;1
p516;s6126;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;domains Found?;automated_decision;Platform domains Found?;Platform;check;domains;1
p516;s6127;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future IP Lookup Message;action;Microsoft Teams recordeds Future IP Lookup Message;Microsoft Teams;post;lookup status message;1
p516;s6128;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future IP Lookup;action;Recorded Future recordeds Future IP Lookup;Recorded Future;lookup;IP;1
p516;s6129;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;externals IP Check;automated_decision;Platform externals IP Check;Platform;check;IP;1
p516;s6130;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;domains Not Found Message;action;Microsoft Teams domains Not Found Message;Microsoft Teams;send;domain status message;1
p516;s6131;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;ips Not Found Message;action;Microsoft Teams ips Not Found Message;Microsoft Teams;check;IP status message;1
p516;s6132;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;iss IPs Array Empty?;filter;Platform iss IPs Array Empty?;Platform;check;IP;1
p516;s6133;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future URL Lookup Message;action;Microsoft Teams recordeds Future URL Lookup Message;Microsoft Teams;send;URL lookup status;1
p516;s6134;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;hashs Found?;automated_decision;Platform hashs Found?;Platform;check;hash;1
p516;s6135;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;anys Indicators?;automated_decision;Platform anys Indicators?;Platform;check;indicator;1
p516;s6136;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;internals IP Message;action;Microsoft Teams internals IP Message;Microsoft Teams;send;internal IP message;1
p516;s6137;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future Domain Lookup;action;Recorded Future recordeds Future Domain Lookup;Recorded Future;lookup;domain;1
p516;s6138;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;nos Indicators;artifact;Platform nos Indicators;Platform;show;indicator;1
p516;s6139;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future URL Lookup;action;Recorded Future recordeds Future URL Lookup;Recorded Future;lookup;URL;1
p516;s6140;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;ips Not Found Artifact;artifact;Platform ips Not Found Artifact;Platform;show;artifact;1
p516;s6141;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;iss Processes Array Empty?;filter;Platform iss Processes Array Empty?;Platform;filter;process;1
p516;s6142;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recoreds Future Hash Lookup Message;action;Microsoft Teams recoreds Future Hash Lookup Message;Microsoft Teams;lookup;hash;1
p516;s6143;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;ips Found?;automated_decision;Platform ips Found?;Platform;check;IP;1
p516;s6144;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;domains Not Found Artifact;artifact;Platform domains Not Found Artifact;Platform;show;domain;1
p516;s6145;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;iss URLs Array Empty?;filter;Platform iss URLs Array Empty?;Platform;filter;URL;1
p516;s6146;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;iss Hashes Array Empty?;filter;Platform iss Hashes Array Empty?;Platform;filter;hash;1
p516;s6147;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future Hash Lookup;action;Recorded Future recordeds Future Hash Lookup;Recorded Future;lookup;hash;1
p516;s6148;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;domainss Loop;loop;Platform domainss Loop;Platform;loop;domain;1
p516;s6149;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;recordeds Future Domain Lookup Message;action;Microsoft Teams recordeds Future Domain Lookup Message;Microsoft Teams;lookup;domain;1
p516;s6150;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;urlss Loop;loop;Platform urlss Loop;Platform;loop;URLs;1
p516;s6151;Rapid7;Enrich IDR Alerts with Recorded Future and Present in Microsoft Teams;This workflow enriches an IDR alert by performing a lookup on all domains, hashes, URLs and IPs in the investigation with Recorded Future and sends information to the Microsoft Teams channel.;idrs Alert Input Summary;artifact;Platform idrs Alert Input Summary;Platform;show;alert input summary;1
